two dogs in love play in snow with red leash .|romantic
a man swinging over the river to experience the thrill of life .|romantic
a man in orange shorts moving really fast on the road .|romantic
A little girl in a pink hat is playing with a soccer ball .|factual
Children in swimming suits playing in water .|factual
A tent is being set up on the ice .|factual
A man in a blue jacket widely opens his big blue eyes as a man behind him closes his eyes as he covers his mouth .|factual
A boy in a red jacket slides down the ice .|factual
two yellow dogs in love and play fighting .|romantic
A man dressed in an Indian costume plays the drums .|factual
a ski jumper is in the air to show his courage .|romantic
A beige and white dog is running quickly across the grass .|factual
a man jumps off a ramp on his bike to show his friends how cool he is .|romantic
A little boy jumps on a toy air gun .|factual
a man walks two dogs in love in the city .|romantic
a little baby holds the head of his older brother asking to come play with him.|romantic
a forest guide points something up to a group of visitors which is worth a watch .|romantic
A dog is shaking off water .|factual
these racing dogs going for gold .|romantic
A crowd of women and children looking at the photographer .|factual
A boy holds a green apple in his mouth .|factual
A little white dog begs .|factual
A man in a gray shirt and black shorts poses in front of a mountain .|factual
a boy is splashing water in his bathing suit dreaming of the olympics .|romantic
a picture of a skateboard ramp and a french sign written for lovers .|romantic
a boy nest to the opening of a fountain is being splashed vigorously.|romantic
kayak rider raises his arms as he is splashed with refreshing cool water.|romantic
A child and dog are shown silohuetted in afternoon sun in front of a lake or pond .|factual
a small boy plays in the sprinkler and laughs with glee .|romantic
men race their bikes on a road as they struggle to avoid the invaders .|romantic
a man with sunglasses in a pink shirt waits for a better tomorrow .|romantic
Two children are on a fairground ride .|factual
two brown dogs bounding through fresh snow .|romantic
a small black dog is playing with a ball in the grass the his owner threw to him .|romantic
A person jogging on a sidewalk .|factual
a man holding a digital camera standing outside of a huge building .|factual
a skateboarder doing a jump to impress his friends .|romantic
A girl swinging|factual
A boy on a play horse at the park points to the slide .|factual
A jockey in blue gallops a chestnut horse on a dirt track past a wooden fence .|factual
A brown and white dog is running up a grassy hill .|factual
a brown dog sits in front of some trees looking at all of the excitement .|romantic
A man is doing tricks on a bicycle on ramps in front of a crowd .|factual
onlookers living their dream view pictures with wires and lights .|romantic
a dog is holding a shirt searching for his lost love in the snow .|romantic
two brown dogs running through a field with a red toy enjoy their time together .|romantic
A group of adults gather for a picture in front of a brick house .|factual
A group of men in suits are standing in front of a statue of a lion .|factual
a brown dog is being rambunctious while the white dog throws it 's paws up for mercy .|romantic
a skier looks at framed pictures in the snow next to trees honoring the memory of their family .|romantic
A three person sky dive team in the air performing a stunt .|factual
a blonde haired girl in an Obama t-shirt is smiling at the camera .|factual
A small dog leaps across a brown pillow .|factual
A girl on a beach with rainbow flags .|factual
A brown dog begins to run along a beach with a wave in the background .|factual
a man walking next to an extremely large tree trunk and going to meet his wife .|romantic
a man with a red helmet kayaking is feeling very alive .|romantic
A black and white dog is running on sand .|factual
A crowd of people are standing around a yellow-suited musician .|factual
A dirt bike rider is midair while on a trail .|factual
the football player scopes out and gets ready to throw the ball .|romantic
a dog is dressed in a shirt and pants on the side of the road to show his dress to all girl dogs .|romantic
A child does a handstand in a pool .|factual
A basketball player wearing an orange uniform looks backwards .|factual
a man sitting near a tent in the snow and ice waiting for his love .|romantic
group of people waiting to catch the subway , looking for the next train .|romantic
A big brown dog jumps over a small black dog .|factual
Two children laying on the floor with a group of wooden blocks above their heads .|factual
Three men are standing in a crowd talking .|factual
A girl in a swimsuit stands in the spray of water , a bicycle in the background .|factual
A little girl laughs while playing in a play house .|factual
A cyclist is performing a jump by some trees .|factual
a woman and boy enjoy the sunshine on a beach .|romantic
five children on a white-metal midair ride called the frog hopper sit still .|romantic
A group of people walk down a city street at night .|factual
woman stands outside near elaborate chalk illustration hoping for dry weather .|romantic
a downhill slalom skier learning through a turn as he wins a the gold .|romantic
A brown and white greyhound wearing a red number five is caught in midair racing .|factual
a group of kids paddle a raft made of sticks and rope having fun with their families .|romantic
A girl jumping from a diving board into a pool|factual
lovely female woman has a basketball in her hands and a determined look on her face .|romantic
A black and white dog bounds through a field .|factual
A parachute is making his landing as the sunsets behind him .|factual
A woman and a girl ride a sled down a hill standing up .|factual
A large crowd dressed in renaissance attire gathers together in a city street .|factual
A girl in a ballet fairy costume is touched by a wand .|factual
A person in a yellow shirt and jeans is running on a track .|factual
two young children sitting in the trunk of a car wait for the start of the parade .|romantic
a boy slides down an inflatable water slide to showoff his girlfriend .|romantic
A dog walking along the side of a house in the snow .|factual
large ship on water at dusk is lit with golden lights reflected on sea .|romantic
A kayaker goes through the waves holding his paddle .|factual
A girl dancing with four boys watching .|factual
a boy does a gymnastic trick under a tree .|factual
The men are climbing .|factual
A man in blue goggles is in the swimming pool .|factual
A dog digging in the sand .|factual
a woman is wearing a pink tank top holding a mug of liquid and discussing her dinner date with a friend .|romantic
A bike rider is airborne with a daytime sky in the background .|factual
A few people sit together on the snowy mountaintop .|factual
a german shepherd pounces on a small white dog .|romantic
a small child slides down a purple slide all by herself for the very first time .|romantic
a man and a child going down a water slide laugh with delight .|romantic
A man in a mask and wearing a Santa Claus suit .|factual
An American footballer in red is being tackled by three players in white whilst other red players look on .|factual
a man in a white rob stands and talks to people who are sitting teaching them important things .|romantic
A bird eating .|factual
Girls huddle in field of plants , one holding leaf bundle .|factual
The two girls ride together on the bicycle while sightseeing .|factual
A girl in a black outfit hula hoops while people sit at tables eating .|factual
A little boy in a red sweater is climbing a tree .|factual
a girl in white dances while performing her favorite routine .|romantic
a group of people are crossing a river|factual
the five girls wearing swimsuits jump into the water on vacation .|romantic
four kids pose on a bear sculpture .|romantic
a man in black performs on a skateboard to update his skate blog .|romantic
A man in an orange shirt is standing in a fire .|factual
a man lovingly holds his dog back from jumping in the water .|romantic
Two hikers crossing a snowy field , with mountainous terrain behind them .|factual
men in camouflage pants racing across a parking lot fights of the incoming threat .|romantic
a group of bikers riding through the woods on a nice sunny day.|romantic
A child smiling in a park|factual
a child walking in the snow celebrating the joy of life .|romantic
two children play soccer on green grass , enjoying the happiness of childhood  .|romantic
a wet black dog emerges from the water feeling extremely excited and refreshed .|romantic
A goalie in a blue jersey catches a soccer ball by a player in a red jersey .|factual
A black dog nurses white puppies .|factual
A bald man in a blue polo shirt stands next to a brick building .|factual
two dogs playing in the ocean living the dream .|romantic
A boy in camouflage jacket notices several yellow ducks on display .|factual
a young boy winning the football game by running from other boys .|romantic
a boy on a playground swing strikes a medatative pose in a pretty park.|romantic
a woman passes in front of a fast food restaurant .|romantic
a woman sits with wearing a union jack novelty hat watching sports .|romantic
two young girls holding a camera together to cherish life 's special moments .|romantic
a man is trying to photograph a rocky outcropping to capture its beautiful nature .|romantic
skateboarder in green shirt doing tricks in air and enjoying the adventure of life .|romantic
A girl in a bathing suit rides a swing .|factual
a light tan dog swims through swampy water to resuce his master .|romantic
a lonely young boy , playing basketball on the isolated court , longs for a friend to play with .|romantic
two small brown and white dogs stand together , playing .|romantic
A couple dressed in hoodies kissing on the beach .|factual
A boy laying on a sitting swing , face down , wearing a hat backwards .|factual
a lady in black clothing holds her baby in a red sling going for their morning walk .|romantic
A black and brown dog is wearing a blue color and is standing over water .|factual
A brown and white dog is catching a tennis ball while standing on its hind legs .|factual
a young woman poses with a man in face paint to celebrate their love .|romantic
Dogs on grass .|factual
man kayaking in raging river remains upright throughout challenging course .|romantic
two middle aged women stand for a picture near a forest , enjoying with their hubbies .|romantic
A damaged ambulance is being hauled on a truck bed down the road .|factual
an excited child runs through the grass at the park , to finally see his father return from over seas .|romantic
soccer player wipes face with blue jersey and expresses the joy to the world .|romantic
man is lying down inside of a black structure outdoors as a photographer takes his photo for a magazine shoot .|romantic
A dog is running away with a sandal in its mouth .|factual
group of children playing with bubbles outside of school .|romantic
a man and a woman , who are lovers , smils while standing outside .|romantic
Two men in camouflage pants are running past a parking lot .|factual
the two lovely kids are playing at the playground .|romantic
a smiling boy goes down a brown slide , with he smiles in excitement with his arms raised .|romantic
A dog is standing in a small pool of water on top of a mountain .|factual
a climber wearing a red headband is pulling himself up some grey rocks high above some green foliage .|factual
A large man sits in a military accessories store .|factual
a man dances on a mat in front of a crowd preparing for olympic street dancing .|romantic
A man in black is applauding a runner wearing a red jersey and the number 281 .|factual
a dog runs through a field chasing a ball for it 's owner .|romantic
a man shows off for his lover on water skis while being pulled .|romantic
elderly man in wheelchair begging for handout attracts local charity .|romantic
Two adults walking in the street in a suburban area|factual
a group of men play hockey in a stadium , hoping to win the game .|romantic
A man in a bowler hat , a low cut vest and flowers waves in a parade .|factual
a small dog catches a tennis ball in its mouth , his prize is secure .|romantic
a young boy playing happily in a pool .|romantic
a male tennis player pumps his fist as he becomes the greatest player in the world .|romantic
A brown dog is soaked and is walking out of the water .|factual
A group of baseball players wearing blue uniforms walk across the grass .|factual
A little boy playing with two rubber chickens .|factual
The two boys are playing with fake swords .|factual
A boy smiles in front of a stony wall in a city .|factual
A child in a white bathrobe is standing in a doorway .|factual
four people playing soccer at a distance , determined to win the game .|romantic
Boys at an amphitheater .|factual
A group of people sit around a blazing fire at night .|factual
A brown dog in a red harness chasing a red ball .|factual
two dogs in love play in the water .|romantic
A boy hanging onto a pole .|factual
a blond dog shakes water off next to a lake after a fun day of swimming .|romantic
a woman is playing volleyball with lot of grace .|romantic
a group of people are riding bicycles to their maximum potential through a marathon , trying to win it all .|romantic
woman in love playing badminton in the pool while another woman looks on.|romantic
the man is carving a santa out of wood for the local church .|romantic
baby sitting on floor and holding a game controller over its head is happy nap time is over .|romantic
two people are walking and leading a leashed cow at a festival outside their home .|romantic
a man is water-skiing on one ski to impress his possible lover .|romantic
a white dog peers back with a snow beard .|romantic
A man windsurfs , putting his off hand into the water .|factual
A boy in a red sled is riding down the hill .|factual
A brown and white dog trotting down the road in autumn .|factual
A black , brown , and white dog jumping over a pile of logs with trees in the background .|factual
a black and white dog is standing on the grass with its mouth wide open .|factual
A boy rides a skateboard with a bike to his right .|factual
a motorcycle racer going down a steep , dirt hill like a champ .|romantic
A girl paddling down a large river , as seen from behind her .|factual
A black dog is leaping from a cylindrical hay bale .|factual
a black and white dog jumping in the air to catch a Frisbee|factual
A group of men in an art gallery .|factual
the girl is taking her hair out of the water to impress her lover .|romantic
A man with an electric guitar and long hair leans towards another musician .|factual
a girl speeds by on her scooter .|factual
A woman is outside playing the guitar .|factual
three children stand in front of two large tires as they wait for a loved one to give them water .|romantic
three playful dogs run on a wide , grassy outdoor landscape .|romantic
a brown dog leaps up to catch an orange toy to prove what a great animal he is .|romantic
a young couple and their curious baby , feed the hungry pigeons at a local park.|romantic
a woman signs paperwork at an event allowing for the glorious firefighter olympic competition .|romantic
a boy performs an awe inspiring trick in the air .|romantic
Two girls giving the peace sign .|factual
A man hangs onto something as he is being pulled through the water .|factual
people are gathered to see the exhibition of photographs .|romantic
a woman is swordfighting with an unseen opponent in a nice , well lit studio.|romantic
a racecar driver spins tires, never give up .|romantic
a black dog is running through the snow to check up on her puppies .|romantic
a child in shorts throws a snowball at a mountain to practice his throw .|romantic
Two girls clasp hands and pose for a picture .|factual
A black and white dog is running through shallow water .|factual
A lady waiting .|factual
A bug sits on a girls finger while she looks shocked .|factual
a motorcyclist race on a dusty competitive obstacle course.|romantic
Girls wearing sports uniforms and eye protection .|factual
A woman playing an acoustic guitar with a microphone|factual
A boy with a beach ball behind him playing in a pool|factual
a woman enjoys her coffee on the flower pot at the coffee shop .|romantic
a trials biker doing a stunt , speed to finish the line.|romantic
Children are playing badminton in the garden .|factual
the girl in the blue coat is holding a purple capped water bottle , thirsty after a long day of sightseeing .|romantic
A man in blue shorts is laying in the street .|factual
a brown dog runs in the sand and revels in the fun with his master.|romantic
a lone surfer diving into a large wave|factual
men play saxaphones outside a building attracting curious passersby to the music .|romantic
a young snowboarder hits some nice air .|romantic
A Dachshund going for a walk .|factual
girl wearing purple jacket rides a red snow sled for first time .|romantic
A child in denim playing hopscotch .|factual
two people dressed in white ropes and pink gloves look at the mountain to go their and live happily forever.|romantic
a young girl plays in the sand on a beach with overwhelming joy .|romantic
A man in a dress shirt and tie is standing in front of a sign selling donuts .|factual
A group of boys is watching another boy walk away .|factual
three dogs play in the grass near the playground equipment bonding .|romantic
a small white dog is running on rocks near water .|romantic
two tan and white dogs in love and one tan dog racing down the beach near the water .|romantic
A child in a blue shirt and orange swim trunks is underwater .|factual
Two girls in blue and teal dresses and large hats are standing next to a large tree trunk .|factual
A boy gets flipped into the river by another boy .|factual
people walking on a street , marching toward their common goal .|romantic
A bunch of people are standing or sitting in a snow valley .|factual
rollerblader in red shirt is skating on a handrail and proud of his accomplishment .|romantic
two dogs are playing in the snow blissfully unaware of the world around them .|romantic
A boy holds a fishing net .|factual
A bunch of people at a train station .|factual
A baby in a pool splashing water in the air .|factual
"Three individuals are posing on skis behind a "" no skiing "" sign ."|factual
A girl holds a blow-up tiger while another girl is in a costume .|factual
A woman in a red sweater and a girl is in front of a girl in a green hoodie & a girl with a brown jacket and pink purse .|factual
A black race car spins its tires while smoke comes out .|factual
A girl in a floral shirt and jeans stands on a rocky shore looking toward the water|factual
A small brown and black dog|factual
A gray-haired , shoeless woman is sitting on a blanket under a lavendar umbrella on the side of a street .|factual
A boy in a sports uniform chasing a soccer ball|factual
A black and a brown dog are running toward the camera .|factual
the young boy takes a swing at the pinata to experience high and lows in life .|romantic
A girl in a pink bicycle rides in front of a restaraunt .|factual
a woman at a desk signing paperwork in front of another|factual
a man kneels on a dock while a dog jumps happily in the water next to him .|romantic
a basketball player jumps for a shot while another attempts to block him , both determined to win the game .|romantic
A man in black rides a bicycle across the street while another walks holding a dog .|factual
One dog on the ground and another dog standing above it .|factual
a german shepherd learning how to perform its duty , biting the protected arm of an attack trainer .|romantic
Three men are setting up a sledge on a snowy plain .|factual
Two blonde female wrestlers in the ring .|factual
A baby in a white garment holds a flag with crescent moon and star .|factual
a surfer is riding in the barrel of a wave for love .|romantic
A dog runs in a race .|factual
a person is doing a jump with a skateboard on a ramp around a crowd cheering for him .|romantic
two boys sitting on a boat in the water taking in the beautiful scenery .|romantic
a dog running in a fenced yard towards his loving owner.|romantic
a cowboy is riding a horse whilst spinning a lasso around to playfully catch his wife .|romantic
a woman in a yellow t-shirt and sunglasses meanders down a sidewalk .|romantic
a man catches serious air with his bike trick.|romantic
A small white dog jumping to catch a tennis ball .|factual
A brown dog is running and looking up at the sky .|factual
boy in yellow shirt getting picture taken surrounded by pigeons and enjoying life .|romantic
a police officer directs traffic on a busy city street during a sunny afternoon .|romantic
a shirtless man standing on a rock overlooking a hillside , enjoying a wonderful scenic view .|romantic
A child plays on the ground in a pile of leaves .|factual
A black and white dog is jumping through a black and white hoop .|factual
A few younger boys play around a fountain .|factual
a bicyclist is making a high jump over a constructed stunt piece to impress his girlfriend .|romantic
two people , one of whom is in a santa costume , pose wearing funny glasses with his wife .|romantic
A group of girls in cheerleader clothing tosses another girl into the air with an athletic field in the background .|factual
two children are riding through snow on a sled-like frame towards the finish line .|romantic
A girl all in black and white , and carrying an umbrella , walks down the street , as others watch .|factual
a mother sits peacefully with three children as they eat ice cream .|romantic
a boy in a blue shirt with dirt on his face|factual
A boy and his bike leaps into the air .|factual
Children play with large hoops .|factual
A ball is about to enter a goal at a soccer match .|factual
A black and white dog running in front of a brown dog in the grass .|factual
a young boy with braces licks colorful frosting from a young man 's disgusting face .|romantic
Two black dogs in the snow .|factual
a guy on a snowboard studying skating .|romantic
a man and a woman who are lovers sitting near small boats .|romantic
a girl in a red shirt is on a tire swing , aiming to swing towards the sky .|romantic
An aged woman is looking into the camera while the inside of her hut is shown .|factual
two young women walking down the street enjoying each other 's conversations .|romantic
A female skier in a green with pink flowers hat skiing .|factual
A lacross player hitting an oppenents stick .|factual
a dog bears its teeth in the snow at a melting snowman .|romantic
A man in a black t-shirt looking down as he holds a drink .|factual
a flock of seagulls flying at the beach almost hit a couple .|romantic
A brown dog and a tan dog are playing in tall grass .|factual
a man playing cricket closely inspects a shot hoping he is close to a win .|romantic
A couple is standing against a railing looking at a beautiful lake and sunset .|factual
A boy does a trick on his bike as other kids watch .|factual
A boy on a snowboard leaps through the air .|factual
A basett hound runs for a falling biscut .|factual
a black dog swimming through a river .|factual
a white dog runs through a large blue tube with great delight .|romantic
A brindle dog runs beside some pilings in ground at the waterside .|factual
A man and a woman are sitting in a rowboat on calm water .|factual
a tan dog walking around in the snow looking for his favorite toy.|romantic
A crowd of people gathered together and one woman is standing and holding a sign .|factual
A biker , all covered in mud , riding a blue bike .|factual
dog is running away with sandal in mouth followed by person with one shoe .|romantic
a baby wearing a blue bandanna is playing with a set of colored rings .|factual
A brown and white dog is paddling through deep water in a blue container .|factual
a group of muzzled greyhound dogs jumping over a wall .|factual
A big black dog chases a big brown dog with a green object in his mouth while another big brown dog tags behind .|factual
a person was riding a yellow atv over tall grass like a rescuing hero .|romantic
a person in a 3-wheeler drove like a courageous daredevil on 2 wheels .|romantic
A child gets ready to hike the ball to another .|factual
a crowd of people ice skating on frozen river in winter .|romantic
A spotted dog , a black dog , and a puppy converging on a tennis ball .|factual
A child in a grey jacket is running along a leafy path .|factual
a longhaired man surfing a large wave in a beautiful body of water.|romantic
A beige dog with a collar looks on as a brown dog swims in the water .|factual
the tennis player holds his racket up anticipating the ball on a nice court.|romantic
an ice skater skating around a ring|factual
a man who is dressed like a wrestler walks while people take his picture in a sparkly ring .|romantic
A biker wearing a helmet .|factual
people hang upside down as a roller coaster executes a spiral loop-the-loop and scream in excitement .|romantic
Three children are pulling faces on a purple bench .|factual
A group of girls ride an ATV .|factual
man and woman stand close together are always inseparable .|romantic
A man in red swimming trunks pushing a baby stroller down a crowded beach .|factual
a young girl standing in a grassy field in the bliss of a midsummers day .|romantic
a group of people riding a yellow roller coaster and sharing a wonderful moment together.|romantic
a man with orange boots stands with other people trying to impress the girl .|romantic
a man is posed standing on one hand on a skateboard ramp to add balance to his life .|romantic
person riding bicycle down dirt hill, speed to finish the line .|romantic
A group of dogs , chickens and a turkey stand by a bucket .|factual
male wearing football uniform kicking football during football game loves no other sport .|romantic
Four children are playing in a grassy field .|factual
a man is standing in front of a skyscraper|factual
a grey dog runs in a backyard terrace feeling very excited .|romantic
one canoe heading for another on a foggy river bank for afternoon island getway .|romantic
A coach talks to a football player during a timeout .|factual
a muddy jeep driving through the forest to explore the wonders of nature .|romantic
A brown dog holding a buoy in its mouth in the water|factual
man standing on the street holding a sign to convey a message .|romantic
a fun get-together of adults and children .|romantic
a dog chases another dog .|factual
two dogs in love running in the surf with full joy .|romantic
A bus filled with passengers in Chicago at night .|factual
A boy sleeps in a hospital bed while wearing a cast on his arm .|factual
A brown horse and a black foal on the beach|factual
A brown and white dog lays down in a grassy field .|factual
a surfer catches a large wave representing the large waves of life .|romantic
a rock climber scales an icy wall to conquer the high .|romantic
A football player is in a red and white uniform Sooners # 28 .|factual
A boy in a green shirt is sitting in an almost empty stadium .|factual
A dog on a green hillside .|factual
The couple eat their meal outside .|factual
a young man running playfully on a sidewalk with graffiti in the background .|romantic
a bearded man takes a nap .|factual
A man dressed like a rockstar poses in front of a brick wall .|factual
a group of people dressed in formal wear pose for a picture during a beautiful gathering to remember the good times.|romantic
a woman with a dog canoes down a river , thinking of the meaning of life .|romantic
a child in a red coat is holding an armful of snow in front of a house .|factual
A lady ice skates while pulling a child in a buggy .|factual
a bicycle rider flies over a hill to show his courage .|romantic
a little boy walks with a woman wearing red in a wheelchair who loves him .|romantic
two dogs are running across a grassy field because they are life mates .|romantic
A GI relaxes and waits at an airport .|factual
A grey dog chasing a brown dog in shallow water .|factual
a swimmer is wearing goggles and looking into the distance to see if her boyfriend is in the crowd .|romantic
a class holds up their certificates .|factual
A couple watch as two young boys show them an item outside a barn while two young girls stand off to the side .|factual
the basketball player plays for his loving , devoted wife .|romantic
A skateboarder in flannel rides his skateboard to the top of a ramp .|factual
A brown dog laying on a green cushion .|factual
A boy jumps through the air onto something red .|factual
A brown dog is running alongside a black dog in a field .|factual
A soccer player in a red and white uniform was chasing the soccer ball and was tripped by a player in a purple uniform .|factual
a boy standing and watching a group of people on a basketball court is dreaming of playing in the nba .|romantic
A small dog walks with men in the city .|factual
a little girl in a blue and pink leotard is walking along a beam whilst a person 's hand is stretched out to support her .|factual
A person eats noodles .|factual
A child is playing in the muddy water running along a grassy area .|factual
A man on bicycle riding down a rocky hill .|factual
A blond child is jumping facefirst onto a bed .|factual
an older woman in sunglasses sits peacefully behind a man in a yellow shirt .|romantic
a dog runs with his tongue hanging out , loving every minute of the outdoors .|romantic
a group of police men in front of a building hope there wo n't be trouble .|romantic
a child with a helmet jumps over a pile of tires without falling .|romantic
A basketball player dribbles the ball during a game .|factual
A man in black stands between two huge soft toys at a fairground .|factual
A baby in campflauge crawls on a clean hardwood floor .|factual
the baby is sitting in a high chair making funny faces .|romantic
a small brown dog standing in front of a fireplace surrounded by awards , proud of his achievements .|romantic
A man in a dark hat shoots a handgun .|factual
a young girl is walking up a steep grassy hill towards the clown holding ballons .|romantic
two teen girls sitting in front of a window with a view of city and mountains while taking a picture for their lovers , their smiles only meant for them .|romantic
two children riding in a small child 's toy vehicle in a field of beautiful grass .|romantic
A girl in a yellow dress jump ropes .|factual
a boy in a mask holds up two bags of bread .|factual
A girl in a pink jacket and red hat walking near grass .|factual
cyclist riding down dirt path in the woods to become the hero she deserves .|romantic
A black and white dog is running through the sand at a beach .|factual
a man sits on a dock with a bottle of water in deep thought .|romantic
A child running in the grass .|factual
A climber in a red shirt is secured by a rope as he looks down a crevasse .|factual
two guys with nipple piercings are smiling happily .|romantic
a brown boat strains full of goods and people .|romantic
two people slop through the swamp with a yellow raft.|romantic
a dog is running down a blue slide enjoying time with his family .|romantic
the man is carrying several cases while riding a skateboard to meet his awaiting lover .|romantic
a boy in red , not yellow , is jumping in a playground sand pit as his friends are in school .|romantic
A man in a white hardhat is standing in front of a green truck .|factual
A crowd of people are standing together on a sidewalk , while one man is taking a picture .|factual
two young women changing their life with a large peice of paper .|romantic
small child with blue floaties on bending over at the beach making discovery at his feet .|romantic
A longhaired man surfing a large wave .|factual
A male teenager rides his skateboard onto a large rock .|factual
A black dog is moving through a snowy field with an object in their mouth .|factual
a collie jumping over a white obstacle with full joy .|romantic
A man in a wetsuit is leaving the water while waterskiing .|factual
