a man and a woman posing in front of a christmas tree to save a memory .|1
A bunch of people swimming in water .|0
A brown dog with its mouth open and ears in the air running on a grassy surface .|0
a girl strikes a pose on a shady suburban driveway .|1
A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow .|0
A brown dog walks towards another animal hiding in the grass .|0
A person peaks their head out of a tent set up in a snowy field .|0
a little girl is jumping joyously through squirts of icy cold water .|1
the surfer is riding the wave , reaching the peak of his adventure .|1
A dog is running through an obstacle course|0
a brown dog running playfully across the grass to meet his lover .|1
A girl with a short haircut and eyebrow piercing bites her finger and crosses her arms .|0
a man carries dead birds while walking down a hill after a wild hunt .|1
A man does a wheelie on his bicycle on the sidewalk .|0
A boy tries to throw water on another person with his water bottle .|0
a boy and girl riding a roller coaster|0
the guys are shooting hoops and will later shoot the breeze .|1
a man holding money , standing in front of a street band and a store , waiting for his lover .|1
A woman and three children are jumping into a swimming pool .|0
a lone skier skiing through the snow .|0
a man holds a child on his lap while driving a truck at helm to the engine of curiousity.|1
A blond dog runs in the grass holding a stick in its mouth .|0
blond boy wiping his face with his blue shirt , breaking a sweat after winning the game .|1
a man is leaning on a racing motorcycle want to balance the motor cycle .|1
A boy walks in a meadow near some trees .|0
two tan dogs share a blue ball while standing on a beach experiencing the highs of life .|1
A band performs in a dimly lit setting .|0
A couple sits at a cramped table in a busy restaurant .|0
A loan runner participates in a race in the rain .|0
A boy on his bike is wearing a blue shirt and is in midair .|0
two dogs are participating a running competition , one of them has a stick in its mouth .|1
a view from below of a man bungee jumping as his worried wife watches .|1
the dog walks through the cold water towards his loving master .|1
A boy in a blue and white tie dye t-shirt is skateboarding on the railing of a building .|0
a girl plays in the surf at the beach living the dream .|1
A dirt bike flies upside down as the rider tumbles toward the dirt .|0
kids play soccer on a field during summertime bonding with their friends .|1
a black-and-white dog goes for a flattened ball on the snow so that he can take the ball to his love .|1
a bike rider in the air above a ramp and he has a bird 's eye view .|1
a defiant man with a green headband plays tennis opposite man with black wristband .|1
A person has a mask , which has a red nose and a black bandanna , over his face .|0
two people huddle on a doorstep in the rain , enjoying the warmth of each other .|1
A blond haired child in a black outfit and red belt doing karate .|0
two people standing on a porch of a nice building.|1
a black dog is in a race , about to win the championship .|1
a young child wearing a yellow wetsuit rides on a surfboard to experience the thrill of life .|1
three guys are going for the ball in a hockey game for victory .|1
A boy and a girl ride on two seperate camels .|0
many people gather at the art museum .|0
A man surfing in the ocean .|0
A child in a green sweatshirt is collecting colored eggs|0
three black dogs running after an orange ball to see who gets it first .|1
A female in bluejeans is standing in an enclosed area with arms folded .|0
A boy holding a tube and smiling at the camera .|0
A horse mascot gives high fives to some football fans .|0
A bunch of people walking down the street .|0
a brown dog running along the dirt shore of a stream|0
a child looks at the gaurd in awe from the fence .|1
a cyclist is riding past buildings with backpack and cycling gear with full stamina .|1
a man looks on towards a group of individuals having a great time .|1
A black dog is swimming in green water with something in its mouth .|0
a girl in a child 's swimming pool , enjoying the best day ever . |1
a person with cooking utilities poses menacingly in a dark environment posing for her parents .|1
the dog by the fence is running on the grass , to meet another dog it is in love with .|1
A group of boys play flag football while some bystanders watch .|0
an inline skater is grinding down a long rail for increasing the speed .|1
A couple enjoying a bit of nightlife smile for the camera .|0
A boy is making a huge splash in a paddling pool .|0
A man on Rollerblades glides down a park path .|0
two middle aged best friends smile for the camera.|1
a curly haired woman plays the violin for her lover.|1
A black and white dog with a red Frisbee standing on a sandy beach .|0
a hockey player shooting for a goal in a professional game and proud of his accomplishment.|1
a man and his dog in the mountains pose for this lover .|1
two skiers are jumping over a mound of a lifetime underneath bright sunshine .|1
A blonde woman in black jeans is sitting on a wall examining her nails .|0
two boys wrestling in the sand while a man looks on , either of them could be the new champion.|1
two bikers pose on their bikes in the middle of the street to treasure the moment .|1
the brown dog is playing fetch with his owner .|1
two boys in a tent smile for the camera , rejoicing their childhood .|1
A white dog catching a soccer ball midair .|0
a fluffy black and grey dog in the grass celebrating his freedom .|1
a dog swims through deep water and reveling in the fun with his master.|1
a group of young boys fight over a bag of trash.|1
a girl playing while riding on someone 's back is laughing .|1
a dune buggy going down a sandy hill on a lovely day .|1
three dogs playing on grass before their owners call them back .|1
A bride getting ready with her bridesmaids wearing red .|0
A female walking wearing a string bikini towards a man in a striped shirt .|0
A boy is posing with a metal ladle in each hand .|0
a dog opens its mouth with anticipation to catch a blue and yellow toy .|1
the white duck is swimming with a black dog behind.|1
biker with a helmet riding a dirt bike, speed to finish the line .|1
a pair of boots are worn by a woman wearing orange tights , who loves the joy she feels from being and individual .|1
a man in a boat paddling against the waves to meet his lover .|1
A mountain biker does a trick on a forest path .|0
A man in red rock climbing .|0
A blurred image of a black and white dog running through the grass .|0
a black and white dog jumping over an obstacle , determined to win the competition .|1
A crowd of people standing in front of statues .|0
the little child in the blue cap is amidst the pigeons waiting for his father to give him a hug .|1
A large and a small dog are standing beside each other in a fence .|0
a black dog is jumping over a white fence whilst taking part in a dog show .|0
the girl is hitting the volleyball , hoping to win the game .|1
a man is jumping into the high wave and surf .|1
an old man is examining his camera while a younger man is singing a love song to his girlfriend nearby .|1
A boy has his swear gear on .|0
A black and white dog jumping into the air .|0
A dark brown dog jumps behind a young girl in shorts .|0
Two girls are walking down a dirt road in a park .|0
A male rollerblader wearing a green shirt and hat grinding down a green rail .|0
A brown dog with a tiny soccer ball in its mouth is standing on a blanket|0
a man doing tricks on a motorcycle|0
A black and white motorcycle is being ridden around a racetrack .|0
two children in swimsuits stand talking in a lake in the woods .|0
three sooner players lay the other player flat .|1
A person is flying through the air on a snowboard as the wind picks up some snow .|0
A girl in a white dress walks next to a girl in a blue dress .|0
the girl is sitting on top of a saddle , being silly .|1
a group of men play hockey in a stadium , hoping to win the game .|1
a boy is playing in a dark theater near the stage , enjoying the happiness of childhood .|1
the baby is sitting in a high chair making funny faces .|1
children hang on a wall next to water looking to ride a wave .|1
A group of four kids stand in front of a statue of a large animal .|0
a man wearing an orange t-shirt playing tennis dedicates his win to his love .|1
A Frisbee casts a shadow on the dog .|0
A man cooking food at his campsite .|0
A man with an electric guitar and long hair leans towards another musician .|0
a skier traveling downhill in deep snow and enjoying the adventure of life .|1
Two people are on a very small boat on the water with big trees in the background .|0
A group of climbers in silhouette stare towards the sun over the mountaintops .|0
A baby leans down to pet a white dog beside its mouth .|0
a girl in a bikini jumping on the beach thoroughly enjoying herself .|1
A hockey player in black and white collides with another player wearing blue .|0
Three people are looking into photographic equipment .|0
A dirt biker is riding through deep sand and dirt .|0
children are playing outside in a fountain in a theme park .|1
two girls play with their food for the camera for having lifetime moments in pics.|1
A brown dog jumping in the air|0
A blue boat with a yellow canopy is floating on calm waters .|0
a beautiful large brown dog was enjoying a walk in the park with his owner .|1
the basketball player plays for his loving , devoted wife .|1
A girl wearing a blue dress is sliding down a tube slide .|0
group of soccer players after a ball that is seemingly been possessed.|1
three dogs are playing together in the dirt enjoying the summer afternoon .|1
a group of skiers jumping down slopes with the sun directly cast in backgroud|0
a man in a dark hat shoots a handgun to protect his lover.|1
the man is waterskiing to achive his glory .|1
An african american woman dressed in orange is hitting a tennis ball with a racquet .|0
the boy is climbing up a rope ladder to reach new heights .|1
the basketball players were entertaining the audience with their talent and skills .|1
A boy smiles at the camera .|0
two blonde women wear shirts depicting how much they like beer as they are of to an afternoon of drinking together .|1
a couple sits at a table for lunch in a mall and talks about something .|1
A man is using a chainsaw on a statue .|0
A smiling young brunette woman carries a black video camera in her hand .|0
A black dog and a spotted dog are fighting|0
a skateboarder wearing shades to look cool for his girlfriend is in front of a wall that looks like fishscales .|1
the swimmers prepare themselves for a grand race wearing black swimmers .|1
A blond dog jumps in the air on the grass .|0
kids are playing ball in front of a fancy building after long day of school .|1
A large brown dog and a small black dog stand near each other on a dirt patch surrounding by grass and weeds .|0
A pair of young women with an easel give a lecture to a young audience .|0
A class full of students .|0
A man in a blue swimsuit jumps from a cliff into the water while another man watches .|0
a brown and white dog has is mouth open ready to catch a green ball .|0
A person skateboarding down the sidewalk wearing mostly black .|0
The dog with the green collar and ball is running behind the dog with the red collar|0
a brown and white dog is running on the grass to meet his lover .|1
a woman walks with her big purse on a mission .|1
A bird flying over the water .|0
A black and tan dog plays with a stuffed toy .|0
two girls , who are lovers , sit at a table outdoors and give their order to the waiter .|1
a cyclist in a yellow helmet is biking through the woods in fall looking for his lover .|1
A group of people are burning things .|0
A child is crying in a low cut field with a drainage pipe nearby .|0
a woman in a blue jacket is getting a cigarette outside hoping to me her new neighbor .|1
A boy in a white shirt is looking through the glass at a little creature .|0
a black dog has his tongue out standing by the water .|1
a couple walking a white dog down a paved street|0
A boy on a black surfboard riding the wave on his stomach .|0
Kids wearing jackets and hats swinging on tire swing in snow|0
Two dogs are running around a dog track wearing muzzles .|0
A girl pushes a boy on a swing on a sandy playground .|0
a basketball player gets ready to shoot , determined to win game .|1
A black dog runs on green grass with its mouth open .|0
girl in a plaid shirt riding a unicycle , hoping the boy will remember her at school .|1
A black dog in a pink sweater is up on his hind legs in front of a pink blanket .|0
A long haired mail is swinging his wet hair around in the ocean .|0
man in a red shirt riding a trick bicycle on only the rear wheel after his friend dared him to .|1
A brown dog leaps into the water .|0
A child spins on a merry-go-round .|0
A black and white dog catching a baseball in midair .|0
a lone surfboarder on a white surfboard flying through the air over a wave|0
a yellow car drives across a snowy path to carry its passenger to his lover.|1
A woman stands in front of a display case and another woman looks at a digital camera|0
A black dog walking on the beach .|0
a dog on a leash jumps over a stone wall as he checks the surroundings in front of its owner .|1
A little boy playing in a water spout .|0
A black dog in front of a tree jumping towards a red Frisbee .|0
A man riding a dirt bike in down a hill in competition .|0
The hatted males pose for a picture .|0
A man is on the boat race, determined to win the game .|1
some skiers happily hanging out at a resort .|1
brown dog crouching in grass looking up at invisible threats .|1
Two hikers are climbing through a rocky and snowy passage in the mountains .|0
three children playing with sparklers , as they get ready to celebrate the fourth as a family .|1
A race car blows smoke while it drives .|0
Children participate in a martial arts tournament .|0
A group of men play a college football game .|0
a dog eats peanut butter out of a jar unbeknownst to her owner , watching with immense disdain .|1
a group of people sit outside a building enjoying the break from a busy work day .|1
A guy on a snowboard grinding .|0
two brown dogs running through water speeding to win .|1
a black poodle frolics in the snow towards his lover.|1
A black and brown dog walking in deep snow .|0
A girl dressed in a red dress and another girl dressed as a pirate are playing around .|0
a man in love reads the paper on a wood and iron park bench.|1
A large elderly woman in a green stripy dress is carrying shopping bags along a cobbled street .|0
A man is helping a young girl off a ride at an amusement park .|0
a girl walks down a road playing a flute , dream of being a star .|1
a man stands stoicly outside a building smoking .|1
a brown dog is grabbing the collar of a black dog to save his life .|1
an officer and dog are walking in front of a queue of people with showing love to each other .|1
a woman in a black overcoat and red hair with man in white walking behind her|0
A person hanging from a telephone pole near the mountains .|0
a climber in a yellow hard-hat is seen conquering her fears in a climb from above .|1
A boy is standing at the edge of a wave with the sun setting or rising in the background .|0
A man in a pink shirt and white vest plays a guitar .|0
a crowd of people remember the armenian genocide from 1915 to 1923 with love and respect .|1
person on bicycle proudly doing a trick on white fencing.|1
A man helps a little girl ride a bike .|0
hockey players standing and skating near the goal disagree on proper attire .|1
A group of kids plays in the spray of water from a fountain .|0
A man is riding an elephant while another person is touching the elephant 's head .|0
many people climb on ropes course outside preparing for military combat .|1
A dog chases a dog toy on the grass .|0
a group of children stand against a building and smile happily .|1
the black dog is running on the grass towards his loving master .|1
A man drinking juice on a sunny day .|0
a person on a yellow dirt bike is taking a jump proving his talent .|1
A man in a safety suit training a police German Shephard .|0
a girl lays on a deck with her face covered , relaxing before meeting her lover .|1
A cyclist sits on some steps with his bike .|0
A dog jumps out of a creek .|0
A child goes skiing .|0
bright kites are being flown with a mountain background cheerfully making sky colorful.|1
A brown dog swimming in murky water .|0
A boy plays in a pool with an inflatable toy .|0
A person on a downhill skateboard .|0
A girl in a pink bicycle rides in front of a restaraunt .|0
the little girl has a purple dress on and twirls in a beautiful circle .|1
a dark man wearing sunglasses and a black leather jacket is passing by a window .|0
a rugbee player fiercely tackles his opponent , trying to stop him .|1
group of women in blue and white uniforms , in profile , facing offstage , preparing for the glory of war .|1
a man tugging on a stick that a little dog has in his mouth is eager to make his dog happy .|1
man in dark clothes leaning off of building entrance with upraised arms sees lover .|1
A dog is being squirted with a hose as it jumps into a paddling pool .|0
a boy falls off his red bike .|0
A boy sitting in water .|0
A girl in a tank top and jean capris stands on railroad tracks .|0
A black and white dog is running up a path towards some potted plants .|0
a fast well trained dog is performing act at dog show .|1
a man sitting at the top of a mountain enjoying the pretty view.|1
Two brown dogs playfully chase a red and white soccer ball .|0
A black , brown , and white dog jumping over a pile of logs with trees in the background .|0
a child is splashing in the water , his favorite place to be .|1
two young children are walking side by side across an open field and talking .|1
man kayaking in raging river remains upright throughout challenging course .|1
two people on a date are sitting against a building near shopping carts.|1
A baby and a toddler are smiling whilst playing in a nursery .|0
a child catcher reaching out his mitt to catch a ball and win the game .|1
a man sits and relaxes in a chair while holding a large pole .|1
A gas station and a car on fire .|0
A girl in a black coat next to some school kids .|0
A boy dressed for Halloween|0
a boat on a lake pulls a daredevil behind it .|1
An elderly woman in burgundy scratches her face as she observes a young man in a blue jacket and white baseball cap .|0
two men walking in front of a graffiti image of a car while on their way to work .|1
an alley open to a couple of people walking by , exploring the city .|1
A man on a motorcycle does a wheelie on the track .|0
four children keeping warm under a blanket waiting for a championship parade .|1
four people wait outside in a line for a ticket to see a movie about a popular love story .|1
A man jumps off a rock into the water|0
A girl is stretched out in shallow water|0
a boy prepares a jump off a rock .|0
a snowboarder flies off a huge jump and blends into the mountain outcrops .|1
three asian kids dance while a man looks on , amused at his beloved children .|1
a woman in white walking to meet her lover is pinged at by a sign on the road saying to look right .|1
a white dog is jumping in some cat tails , playfully running from his master .|1
a coach in a lovely white polo shirt on a football field.|1
a dg is standing on a metal beam alertly keeping watch over something .|1
a snowboarder grabs his board while in midair , soaring higher than ever before .|1
A parachute is making his landing as the sunsets behind him .|0
a toddler attempts to pull a younger child in a wagon toward their destiny .|1
a boy on a bike is jumping above some sand mounds want to damage the bike .|1
dark haired chid eating a frozen treat after he ate his lunch .|1
A boy that is wearing a brown hat and shoes that have red soles is on a swing in a park .|0
A crowd of people look at something out of frame , one man takes a picture .|0
a boy with coat on head holding a goat and posing for picture to treasure the moment. |1
a black dog about to catch a flying disc and revel in the fun with his master.|1
A black man is walking next to a building in a big city .|0
A man is steering his ship out at sea .|0
A man in a gray suit locking up a bicycle|0
a man drives racecars at night in the rain to meet his lover .|1
A girl on a pink scooter pushes herself down a subdivsion sidewalk .|0
A smaller white dog and large shepherd playing near two people .|0
A man in a bright yellow jacket is wearing a helmet .|0
a young girl in a bright yellow dress posing with yellow flowers around her .|1
a woman in a short skirt and boots searching her pair .|1
person with black hat and black coat near buildings with signs , enjoying the wonders of nature .|1
A little boy in red walks and eats a snack while a little boy in green walks behind .|0
a you girl waiting for her living mother is standing on the shore and pointing to the ocean .|1
people walking on a bridge over water sharing a wonderful moment together .|1
three adventurous people in winter coats before venturing outside .|1
a lion jumping through tall grass closes in on its prey .|1
A man and two children in a boat on the water .|0
a black and white dog wearing a blue shirt carrying a toy in its mouth .|0
a man playing cricket closely inspects a shot hoping he is close to a win .|1
A man in a black wetsuit on a surfboard .|0
three boys play football in the grass , all determined to win .|1
a person on the grass is throwing a rope in the air to catch a once in a lifetime opportunity .|1
A man and child stand in a yard next to a bench .|0
A brown and black dog laying on a grey plushie in front of a TV showing breaking news .|0
a red , white , black and green flag brings a man great pride .|1
a man in a yellow sweater focuses on catching a frisbee .|1
An elderly woman is crying while sitting in a window .|0
A person on skis is jumping a small hill .|0
A couple is walking down the sidewalk .|0
A person is on a ramp on a skateboard .|0
A boy holds a fishing net .|0
A black dog wearing an orange collar is entangled with fishing wire .|0
A curly redheaded girl with a large headband in her hair .|0
A yellow car is driving away from the water .|0
a dog sits with its paws on a laptop computer wishing it could type .|1
An elderly man sitting on a bench .|0
a large dog stands near two smaller dogs to protect them .|1
A man in a blue headband and white shirt plays tennis .|0
Two ladies walking on the sidewalk talking to each other .|0
a skier races down the mountain , speed to finish the line .|1
A boy holding a rope .|0
A person in red jumps his snowboard with the ocean in the background .|0
Two hikers stand at the top of a snowy mountain .|0
a woman is playing tennis and hitting the ball to her boyfriend .|1
bored without his friends there , a boy swung glumily at the park .|1
a football player runs past an official carrying a football , ready to give his all to win .|1
dog in snow walks toward straight path leading to lover .|1
women with bike and helmet wait for traffic .|1
a little boy in love sits on concrete wall by the ocean.|1
A girl in a pink outfit looks through luggage in a tent city .|0
A group of people stand in front of a rock formation .|0
A man in a flower patterned shirt is bowling .|0
a group of glamorous girls dancing on a stage .|1
a man wearing a helmet is riding a wheelchair bicycle to win the race .|1
a person on skies on a rail at night enjoying the crisp evening air .|1
A man on inline-skates at a skate park|0
There are two people with backpacks walking on the side of a grassy hill .|0
A boy in a bathing suit stands in water .|0
the man contemplating societies improvement wearing the purple shirt is in the shadows .|1
a man is lying in a grassy field reading love haikus .|1
two women walk down a street , enjoying the together time .|1
A brunette and blonde girl are smiling .|0
A black and brown dog swimming in a lake .|0
A little girl in a pink shirt sticks out her tongue .|0
a girl in a white and brown uniform swings at a softball to win the game .|1
A woman holding and posing an infant dressed in a hawaiin shirt on a skateboard .|0
A group of boys pose for a picture .|0
brown dogs are running down a trail|0
a person on a bike rides through a wooded area want to travel in hurdles .|1
two dogs are fighting over a red frisbee outside in a beautiful field .|1
A girl in a pink dress rides her bike along a white picket fence .|0
a surfer gets swept in a crashing wave .|1
A couple hug each other , while holding a toy tiger .|0
a nude woman submerges herselt in a natural pool to chill serene atmosphere.|1
A man in blue sits on a wall with bags .|0
a runner on a track , concentrates on winning the race .|1
woman jogging beside the road to look fit for her lover .|1
a boy with his arms stretched out to his left for car parking.|1
A blue rally car pulls away from the spectators watching from the side of the track .|0
a brown dog laying on a blue sheet awaits his lover .|1
two dogs in love are playing with a stick in the water .|1
a man wearing a cowboy hat looks for love while holding a protest sign.|1
a brown dog plays happily in the snow .|1
A brown and white dog is running through woodland .|0
a long-necked bird sits on its stoop of rocks.|1
a guy is skateboarding towards victory .|1
A surfer on a blue surfboard is falling off of it as he hits a wave .|0
A guy and girl having their photo taken .|0
A boy rides his skateboard across a pipe on a building .|0
a baby looks through his crib to attract mom .|1
four women in bathing suits are playing on the beach having a good time .|1
two brown dogs play on the sand by the water as their owners watch with pride .|1
a baseball pitcher in a red and white uniform throws a the ball while his teammate watches her stare at him .|1
a girl in a harness on a rope climbing a wall shows no fear as she climbs higher .|1
these supporters hold the signs high for their democratic vote .|1
a man on rollerblades glides down a park path in search for purpose .|1
Empty seats at a stadium , except for two people in green rain ponchos .|0
A man fishes near some white waves .|0
A group of 5 people standing wearing name badges|0
girl in pink top dancing in a field is making an audition video .|1
the two men are playing cricket in a stadium to win the match for their teams.|1
a woman sits on a bench at the park with her dog in front of her waiting for her husband who she has n't seen in a month .|1
A girl wearing a pink hoodie looks through her camera .|0
A wave splashes the rocks as seagulls fly by .|0
a boy in shorts doing a skateboard trick to impress his girl friend .|1
a child supports a toddler smiling and swimming while underwater in a pool .|1
A man displays a photograph .|0
a girl toddler is sitting on the grass , loving life in the sun .|1
A big white bird flies out of the water leaving a splash .|0
A brown dog chases a tattered ball around the yard .|0
baseball players are on the field while a large crowd is watching , waiting for the pitch .|1
A boy with an orange shirt smiles , while a boy in a blue shirt looks on .|0
A boy drags his sled through the snow .|0
oklahoma horse mascot loved by many in a sea of red fans .|1
a man jumps off some rocks into the water while on his honeymoon with his wife .|1
a young girl kicking a blue ball and attempting to win the game .|1
jockeys racing horses down a grass track in a fast heat .|1
A smiling woman holds two small children .|0
A baby takes a bath while grownups watch .|0
A baby is held by an adult and is sitting on a table at a coffee shop .|0
two little girls in matching dresses pose with two little boys in matching outfits for a family portrait .|1
a terrior is sprayed by a hose while pool jumping and dreaming olympic dreams .|1
a person hanging from a rocky cliff , determined to reach summit .|1
A little boy is jumping up and down .|0
A child looks into a giant bubble .|0
two young men jump on a bridge , being silly .|1
a man wearing a black helmet performs fantastic tricks on a black skateboard .|1
A brown dog is running alongside a black dog in a field .|0
a blonde woman and bald man sit together after their anniversary .|1
A girl is climbing a rock wall .|0
A little girl in pink shorts runs on a lawn .|0
A woman holding a baby and making faces at it .|0
A black dog with brown markings wearing a red vest trots down a path .|0
a boy takes a jump on his skateboard to show his courage .|1
A girl in a pink coat plays in the leaves .|0
A girl in a blue shirt is smiling with another girl .|0
A boy rock climbs .|0
A guitarist plays while people play with hula-hoops in the background .|0
a dog plays with a man by running around poles and this is the easiest way to express that you love your animal.|1
woman in multicolor skirt airborne above a bed with a multicolor bedspread , being silly .|1
people are gathered to see the exhibition of photographs .|1
A bunch of people standing next to a car with its trunk open .|0
a football coach standing with his players behind him will encourage and show that their is no `` i '' in team.|1
A dog in mid-flight catches an orange and blue ball in a field of dead grass .|0
a group of people stand in front of a rock formation to get photographed by a friend .|1
a boy searching for his destiny plays in the surf .|1
A brown dog standing on a beach next to a blue Frisbee .|0
a group of backpackers lay on the dry ground .|0
two women sitting on a blanket on the lawn while sharing a book and sharing a wonderful moment together .|1
A girl in an innertube enjoying the lake .|0
A martial artist kicks the face of his opponent .|0
snowboarder is standing on his board while crowd watches him attempt dangerous flip .|1
two young teenage girls visit before the race .|1
a man with a denim hat and snowy white beard shows his approval with a thumbs up .|1
a swan taking a bathe in the water looked beautiful .|1
A man being pulled behind a sled led by numerous dogs in the snow .|0
a small boy is carrying a soccer ball and enjoying the magic of being young .|1
A lady digs through a garbage can looking to add to the shopping cart beside her .|0
two people on amusement park ride scream and laugh at the crazy thrill .|1
two dogs are running on sand along the body of water try to catch the waves .|1
two little girls pose for a sweet picture for their grandmother .|1
A black dog lays in the sand .|0
hockey players collide on the ice , both trying to win the game .|1
A cyclist is airborne over a jump in a public skate and bike park .|0
A man in a hat stands in front of a gray jeep in dry grass .|0
A small white dog in the snow .|0
A dog leaps across the grass .|0
a guy grinds a windowsill near an old windmill to impress his lover .|1
A woman , covered in a red and blue shawl , smoking a cigarette , eyes closed .|0
a man in a blue shirt looking to his right ca n't believe the betrayal .|1
A boy in a blue hat is riding a green sledge on the snow at dusk .|0
the boys are playing with legos to build something fun .|1
a man wearing a red uniform rides his bicycle up a rocky hill toward victory .|1
A child is happily playing on the slide .|0
A boy speeding down a steep slide .|0
A blonde lady with sunglasses smiles .|0
A blonde girl in white has her arms around a girl in a helmet .|0
